taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
1654276	Uranotaenia lowii Theobald, 1901	1654276	Uranotaenia lowii Theobald, 1901	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Culicidae	3346	Uranotaenia	1654125	Uranotaenia lowii	1654276	NE
5784820	Isopora palifera (Lamarck, 1816)	5784820	Isopora palifera (Lamarck, 1816)	2	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Acroporidae	8153	Isopora	4879815	Isopora palifera	5784820	NT
2480983	Papasula abbotti (Ridgway, 1893)	2480983	Papasula abbotti (Ridgway, 1893)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Sulidae	9351	Papasula	2480982	Papasula abbotti	2480983	EN
7190964	Egretta garzetta garzetta	7190964	Egretta garzetta garzetta	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Egretta	2480872	Egretta garzetta	2480876	
7339545	Saxifraga nanella Engl. & Irmsch.	7339545	Saxifraga nanella Engl. & Irmsch.	16	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Saxifragaceae	2402	Saxifraga	2987833	Saxifraga nanella	7339545	NE
7333368	Verbascum agrimoniifolium (K.Koch) Hub.-Mor.	7333368	Verbascum agrimoniifolium (K.Koch) Hub.-Mor.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Scrophulariaceae	2390	Verbascum	2928970	Verbascum agrimoniifolium	7333368	NE
6933593	Bleptus fasciatus Eaton, 1885	6933593	Bleptus fasciatus Eaton, 1885	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Ephemeroptera	1225	Heptageniidae	7873	Bleptus	4683759	Bleptus fasciatus	6933593	NE
7640853	Casearia rubescens Dalzell	7640853	Casearia rubescens Dalzell	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Salicaceae	6664	Casearia	2874105	Casearia rubescens	7640853	NE
2260087	Favites flexuosa (Dana, 1846)	2260087	Favites flexuosa (Dana, 1846)	2	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Merulinidae	8219	Favites	2260077	Favites flexuosa	2260087	NT
2367315	Microphysogobio yaluensis (Mori, 1928)	2367315	Microphysogobio yaluensis (Mori, 1928)	208	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cypriniformes	1153	Cyprinidae	7336	Microphysogobio	2367312	Microphysogobio yaluensis	2367315	NE
5392243	Cichorium endivia L.	5392243	Cichorium endivia L.	41	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Cichorium	3106707	Cichorium endivia	5392243	NE
9497687	Iris palaestina (Baker) Barbey	9497687	Iris palaestina (Baker) Barbey	10	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Iridaceae	7698	Iris	2748017	Iris palaestina	9497687	NE
5298919	Iris grant-duffii Baker	5298919	Iris grant-duffii Baker	11	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Iridaceae	7698	Iris	2748017	Iris grant-duffii	5298919	EN
5404801	Conyza canadensis (L.) Cronquist	3146791	Erigeron canadensis L.	5	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Erigeron	3146588	Erigeron canadensis	3146791	NE
5545183	Ludwigia ovalis Miq.	5545183	Ludwigia ovalis Miq.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Onagraceae	2430	Ludwigia	3189286	Ludwigia ovalis	5545183	NE
5210012	Parapercis xanthozona (Bleeker, 1849)	5210012	Parapercis xanthozona (Bleeker, 1849)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Pinguipedidae	8589	Parapercis	5209966	Parapercis xanthozona	5210012	LC
8007567	Piptatherum blancheanum É.Desv. ex Boiss.	8007567	Piptatherum blancheanum É.Desv. ex Boiss.	11	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Piptatherum	6432131	Piptatherum blancheanum	8007567	NE
1428124	Rhyothemis obsolescens Kirby, 1889	1428124	Rhyothemis obsolescens Kirby, 1889	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Libellulidae	5936	Rhyothemis	1428083	Rhyothemis obsolescens	1428124	LC
2389714	Calloplesiops altivelis (Steindachner, 1903)	2389714	Calloplesiops altivelis (Steindachner, 1903)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Plesiopidae	8590	Calloplesiops	2389712	Calloplesiops altivelis	2389714	LC
